record_id,paper_id,sample_label,data_origin,matrix_class,matrix_name,particle_type,particle_grade,particle_true_density_g_cc,particle_mean_diameter_um,particle_wall_thickness_ratio,particle_volume_fraction,particle_weight_fraction,process_route,cure_or_process_temperature_c,additional_fillers,measured_density_g_cc,theoretical_density_g_cc,matrix_porosity_fraction,particle_breakage_fraction,test_type,strain_rate_per_s,temperature_c,standard,modulus_mpa,strength_mpa,strain_at_failure,energy_absorption_mj_m3,plateau_stress_mpa,densification_strain,specific_modulus_mpa_per_g_cc,specific_strength_mpa_per_g_cc,storage_modulus_mpa,loss_tangent,thermal_conductivity_w_mk,cte_per_k,moisture_uptake_pct,extractor_confidence,flags
W4318214589-018,W4318214589,"Literature comparison: Al-12Si alloy, vacuum casting, expanded glass particles [ref 64 = Wright & Kennedy, Adv. Eng. Mater. 19 (2017) 1600467]",secondary,aluminum,Al-12Si alloy,other,Low-cost expanded glass particles,,,,,,vacuum_assisted,,,,,,,compression,,,,,,,7.0,,,,,,,,,,0.6,
W4318214589-019,W4318214589,"Literature comparison: A356 Al alloy, pressure infiltration, expanded perlite (foam-filled tubes) [ref 65 = Taherishargh et al., Mater. Des. 99 (2016) 356]",secondary,aluminum,A356 Al alloy,other,Expanded perlite particles,,,,,,pressure_infiltration,,,,,,,compression,,,,,,,55.2,,,,,,,,,,0.6,
W4318214589-020,W4318214589,"Literature comparison: A356 Al alloy, pressure infiltration, pumice particles [ref 22 = Taherishargh et al., MSEA 635 (2015) 102]",secondary,aluminum,A356 Al alloy,other,Pumice particles,,,,,,pressure_infiltration,,,,,,,compression,,,,,,,26.5,,,,,,,,,,0.6,
W4318214589-021,W4318214589,"Literature comparison: A356, pressure infiltration, expanded perlite (dynamic loading) [ref 66 = Fiedler et al., MSEA 626 (2015) 296]",secondary,aluminum,A356,other,Expanded perlite particles,,,,,,pressure_infiltration,,,,,,,compression,,,,,,,13.9,,,,,,,,,,0.55,
W4318214589-022,W4318214589,"Literature comparison: A380 Al alloy, pressure infiltration, Al2O3 hollow spheres [ref 67 = Santa Maria et al., J. Mater. Sci. 49 (2014) 1267]",secondary,aluminum,A380 Al alloy,ceramic_hollow,,,,,,,pressure_infiltration,,,,,,,compression,,,,,,,57.7,,,,,,,,,,0.6,
W4318214589-023,W4318214589,"Literature comparison: A355.0 Al alloy, gravity infiltration, light expanded clay aggregate [ref 68 = Bazzaz Bonabi et al., Mater. Des. 64 (2014) 310]",secondary,aluminum,A355.0 Al alloy,other,Light expanded clay aggregate (ceramic porous spheres),,,,,,other,,,,,,,compression,,,,,,,18.0,,,,,,,,,,0.6,
W4318214589-024,W4318214589,"Literature comparison: A206 Al alloy, pressure infiltration, SiC-based syntactic foam [ref 13 = Rocha Rivero et al., J. Mater. Res. 28 (2013) 2426]",secondary,aluminum,A206 Al alloy,other,SiC (Al-A206/SiC syntactic foam; hollow-particle nature not restated in the comparison table),,,,,,pressure_infiltration,,,,,,,compression,,,,,,,63.2,,,,,,,,,,0.5,
W4318214589-025,W4318214589,"Literature comparison: 6082 Al alloy, pressure infiltration, bimodal ceramic microspheres [ref 51 = Tao, Zhang & Zhao, Mater. Des. (2009)]",secondary,aluminum,6082 Al alloy,ceramic_hollow,Bimodal ceramic microspheres,,,,,,pressure_infiltration,,,,,,,compression,,,,,,,30.9,,,,,,,,,,0.6,
W4391881391-000,W4391881391,SYN(1:0),primary,epoxy,"Bisphenol A/F epoxy resin blend, West System 105, with West System 206 slow hardener (Gougeon Brothers Inc.)",glass_microballoon,"West System 410 Microlight, amorphous sodium borosilicate hollow glass microspheres (HGM)",,32.0,,0.641,0.125,vacuum_assisted,60.0,None (baseline unmodified syntactic foam),0.518,,0.002,,other,,,ISO 5660-1 AMD 1 (cone calorimetry); UL 94 (horizontal burn); ASTM C136-19 (rubber sieving),,,,,,,,,,,,,,0.88,
W4391881391-001,W4391881391,SYN(1:1),primary,epoxy,"Bisphenol A/F epoxy resin blend, West System 105, with West System 206 slow hardener (Gougeon Brothers Inc.)",glass_microballoon,"West System 410 Microlight, amorphous sodium borosilicate hollow glass microspheres (HGM)",,32.0,,0.618,0.102,vacuum_assisted,60.0,"End-of-life tyre (EOLT) derived milled crumb rubber particles / elastomeric filler (TyreCycle Australia), 250-425 um sieved fraction, mean size 255 +/- 123 um; 10.3 wt.% and 9.1 vol.% of the foam",0.538,,0.001,,other,,,ISO 5660-1 AMD 1 (cone calorimetry); UL 94 (horizontal burn); ASTM C136-19 (rubber sieving),,,,,,,,,,,,,,0.88,
W4391881391-002,W4391881391,SYN(1:2),primary,epoxy,"Bisphenol A/F epoxy resin blend, West System 105, with West System 206 slow hardener (Gougeon Brothers Inc.)",glass_microballoon,"West System 410 Microlight, amorphous sodium borosilicate hollow glass microspheres (HGM)",,32.0,,0.566,0.082,vacuum_assisted,60.0,"End-of-life tyre (EOLT) derived milled crumb rubber particles / elastomeric filler (TyreCycle Australia), 250-425 um sieved fraction, mean size 255 +/- 123 um; 16.4 wt.% and 16.3 vol.% of the foam",0.573,,0.0,,other,,,ISO 5660-1 AMD 1 (cone calorimetry); UL 94 (horizontal burn); ASTM C136-19 (rubber sieving),,,,,,,,,,,,,,0.88,
W4391881391-003,W4391881391,SYN(1:3),primary,epoxy,"Bisphenol A/F epoxy resin blend, West System 105, with West System 206 slow hardener (Gougeon Brothers Inc.)",glass_microballoon,"West System 410 Microlight, amorphous sodium borosilicate hollow glass microspheres (HGM)",,32.0,,0.538,0.074,vacuum_assisted,60.0,"End-of-life tyre (EOLT) derived milled crumb rubber particles / elastomeric filler (TyreCycle Australia), 250-425 um sieved fraction, mean size 255 +/- 123 um; 22.2 wt.% and 19.6 vol.% of the foam",0.58,,0.001,,other,,,ISO 5660-1 AMD 1 (cone calorimetry); UL 94 (horizontal burn); ASTM C136-19 (rubber sieving),,,,,,,,,,,,,,0.88,
W4391881391-004,W4391881391,SYN(1:4),primary,epoxy,"Bisphenol A/F epoxy resin blend, West System 105, with West System 206 slow hardener (Gougeon Brothers Inc.)",glass_microballoon,"West System 410 Microlight, amorphous sodium borosilicate hollow glass microspheres (HGM)",,32.0,,0.514,0.069,vacuum_assisted,60.0,"End-of-life tyre (EOLT) derived milled crumb rubber particles / elastomeric filler (TyreCycle Australia), 250-425 um sieved fraction, mean size 255 +/- 123 um; 27.7 wt.% and 28.8 vol.% of the foam",0.616,,0.003,,other,,,ISO 5660-1 AMD 1 (cone calorimetry); UL 94 (horizontal burn); ASTM C136-19 (rubber sieving),,,,,,,,,,,,,,0.88,
W4391881391-005,W4391881391,SYN(1:5),primary,epoxy,"Bisphenol A/F epoxy resin blend, West System 105, with West System 206 slow hardener (Gougeon Brothers Inc.)",glass_microballoon,"West System 410 Microlight, amorphous sodium borosilicate hollow glass microspheres (HGM)",,32.0,,0.496,0.067,vacuum_assisted,60.0,"End-of-life tyre (EOLT) derived milled crumb rubber particles / elastomeric filler (TyreCycle Australia), 250-425 um sieved fraction, mean size 255 +/- 123 um; 33.3 wt.% and 34.6 vol.% of the foam",0.635,,0.003,,other,,,ISO 5660-1 AMD 1 (cone calorimetry); UL 94 (horizontal burn); ASTM C136-19 (rubber sieving),,,,,,,,,,,,,,0.88,
W4416695887-000,W4416695887,UR (unreinforced),primary,aluminum,Al99.5 technical purity aluminium (density 2.7 g/cm3),ceramic_hollow,High-purity grade Al2O3 ceramic hollow spheres (CHS),,2240.0,,0.64,,pressure_infiltration,750.0,,1.679,,,,compression,0.002,25.0,ISO 13314:2011,14.1,50.8,,27.9,58.2,,8.4,30.2,,,,,,0.9,modulus_maybe_gpa
W4416695887-001,W4416695887,0.6-5,primary,aluminum,Al99.5 technical purity aluminium (density 2.7 g/cm3),ceramic_hollow,High-purity grade Al2O3 ceramic hollow spheres (CHS),,2240.0,,0.64,,pressure_infiltration,750.0,"SiC particles, 0.6 mm nominal size (0.597+/-0.11 mm), 5 vol% relative to the matrix volume = 1.46 vol% of the total foam volume",1.739,,,,compression,0.002,25.0,ISO 13314:2011,16.2,68.2,,25.3,52.9,,9.4,39.3,,,,,,0.9,modulus_maybe_gpa
W4416695887-002,W4416695887,0.6-10,primary,aluminum,Al99.5 technical purity aluminium (density 2.7 g/cm3),ceramic_hollow,High-purity grade Al2O3 ceramic hollow spheres (CHS),,2240.0,,0.64,,pressure_infiltration,750.0,"SiC particles, 0.6 mm nominal size (0.597+/-0.11 mm), 10 vol% relative to the matrix volume = 2.92 vol% of the total foam volume",1.798,,,,compression,0.002,25.0,ISO 13314:2011,17.2,74.1,,27.4,54.3,,9.5,41.1,,,,,,0.9,modulus_maybe_gpa
W4416695887-003,W4416695887,0.6-15,primary,aluminum,Al99.5 technical purity aluminium (density 2.7 g/cm3),ceramic_hollow,High-purity grade Al2O3 ceramic hollow spheres (CHS),,2240.0,,0.64,,pressure_infiltration,750.0,"SiC particles, 0.6 mm nominal size (0.597+/-0.11 mm), 15 vol% relative to the matrix volume = 4.38 vol% of the total foam volume",1.809,,,,compression,0.002,25.0,ISO 13314:2011,17.8,79.8,,32.0,66.5,,9.8,44.1,,,,,,0.9,modulus_maybe_gpa
W4416695887-004,W4416695887,0.6-20,primary,aluminum,Al99.5 technical purity aluminium (density 2.7 g/cm3),ceramic_hollow,High-purity grade Al2O3 ceramic hollow spheres (CHS),,2240.0,,0.64,,pressure_infiltration,750.0,"SiC particles, 0.6 mm nominal size (0.597+/-0.11 mm), 20 vol% relative to the matrix volume = 5.84 vol% of the total foam volume",1.928,,,,compression,0.002,25.0,ISO 13314:2011,18.9,81.6,,33.2,70.2,,9.8,42.3,,,,,,0.9,modulus_maybe_gpa
W4416695887-005,W4416695887,0.6-25,primary,aluminum,Al99.5 technical purity aluminium (density 2.7 g/cm3),ceramic_hollow,High-purity grade Al2O3 ceramic hollow spheres (CHS),,2240.0,,0.64,,pressure_infiltration,750.0,"SiC particles, 0.6 mm nominal size (0.597+/-0.11 mm), 25 vol% relative to the matrix volume = 7.3 vol% of the total foam volume",1.901,,,,compression,0.002,25.0,ISO 13314:2011,19.1,84.7,,32.9,67.5,,9.9,44.4,,,,,,0.9,modulus_maybe_gpa
W4416695887-006,W4416695887,0.6-30,primary,aluminum,Al99.5 technical purity aluminium (density 2.7 g/cm3),ceramic_hollow,High-purity grade Al2O3 ceramic hollow spheres (CHS),,2240.0,,0.64,,pressure_infiltration,750.0,"SiC particles, 0.6 mm nominal size (0.597+/-0.11 mm), 30 vol% relative to the matrix volume = 8.76 vol% of the total foam volume",1.906,,,,compression,0.002,25.0,ISO 13314:2011,21.7,94.2,,34.2,70.1,,11.3,49.3,,,,,,0.9,modulus_maybe_gpa
W144672120-000,W144672120,S22R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S22 borosilicate glass microspheres (isostatic crush strength for 80% survival 2.76 MPa, wall 1.26 um)",0.22,35.0,0.9703,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.504,,0.075,,compression,480.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,786.0,,,,,,1559.5238095238094,,,,,,,0.88,
W144672120-001,W144672120,S22R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S22 borosilicate glass microspheres (isostatic crush strength for 80% survival 2.76 MPa, wall 1.26 um)",0.22,35.0,0.9703,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.504,,0.075,,compression,877.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,1001.0,,,,,,1986.111111111111,,,,,,,0.88,
W144672120-002,W144672120,S22R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S22 borosilicate glass microspheres (isostatic crush strength for 80% survival 2.76 MPa, wall 1.26 um)",0.22,35.0,0.9703,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.504,,0.075,,compression,897.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,1882.0,,,,,,3734.126984126984,,,,,,,0.88,
W144672120-003,W144672120,S32R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S32 borosilicate glass microspheres (isostatic crush strength for 80% survival 13.79 MPa, wall 1.86 um)",0.32,40.0,0.9561,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.563,,0.1483,,compression,450.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,955.0,,,,,,1696.269982238011,,,,,,,0.88,
W144672120-004,W144672120,S32R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S32 borosilicate glass microspheres (isostatic crush strength for 80% survival 13.79 MPa, wall 1.86 um)",0.32,40.0,0.9561,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.563,,0.1483,,compression,878.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,1158.0,,,,,,2056.8383658969806,,,,,,,0.88,
W144672120-005,W144672120,S32R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S32 borosilicate glass microspheres (isostatic crush strength for 80% survival 13.79 MPa, wall 1.86 um)",0.32,40.0,0.9561,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.563,,0.1483,,compression,1017.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,1734.0,,,,,,3079.928952042629,,,,,,,0.88,
W144672120-006,W144672120,S38R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S38 borosilicate glass microspheres (isostatic crush strength for 80% survival 27.58 MPa, wall 2.23 um)",0.38,40.0,0.9474,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.606,,0.0775,,compression,437.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,1825.0,,,,,,3011.551155115512,,,,,,,0.88,
W144672120-007,W144672120,S38R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S38 borosilicate glass microspheres (isostatic crush strength for 80% survival 27.58 MPa, wall 2.23 um)",0.38,40.0,0.9474,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.606,,0.0775,,compression,747.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,2098.0,,,,,,3462.046204620462,,,,,,,0.88,
W144672120-008,W144672120,S38R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S38 borosilicate glass microspheres (isostatic crush strength for 80% survival 27.58 MPa, wall 2.23 um)",0.38,40.0,0.9474,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.606,,0.0775,,compression,909.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,3127.0,,,,,,5160.06600660066,,,,,,,0.88,
W144672120-009,W144672120,K46R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite K46 borosilicate glass microspheres (isostatic crush strength for 80% survival 41.37 MPa, wall 2.74 um)",0.46,40.0,0.9356,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.601,,0.1168,,compression,447.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,3194.0,,,,,,5314.475873544094,,,,,,,0.88,
W144672120-010,W144672120,K46R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite K46 borosilicate glass microspheres (isostatic crush strength for 80% survival 41.37 MPa, wall 2.74 um)",0.46,40.0,0.9356,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.601,,0.1168,,compression,649.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,3396.0,,,,,,5650.5823627287855,,,,,,,0.88,
W144672120-011,W144672120,K46R40,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite K46 borosilicate glass microspheres (isostatic crush strength for 80% survival 41.37 MPa, wall 2.74 um)",0.46,40.0,0.9356,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.601,,0.1168,,compression,835.0,25.0,Split Hopkinson Pressure Bar (SHPB / Kolsky bar); no ASTM standard cited,5282.0,,,,,,8788.685524126457,,,,,,,0.88,
W144672120-012,W144672120,"S22R40 (quasi-static value quoted from prior work, refs [10,20,30])",secondary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S22 borosilicate glass microspheres (isostatic crush strength for 80% survival 2.76 MPa, wall 1.26 um)",0.22,35.0,0.9703,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.504,,0.075,,compression,,25.0,,870.0,,,,,,1726.1904761904761,,,,,,,0.7,
W144672120-013,W144672120,"S32R40 (quasi-static value quoted from prior work, refs [10,20,30])",secondary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S32 borosilicate glass microspheres (isostatic crush strength for 80% survival 13.79 MPa, wall 1.86 um)",0.32,40.0,0.9561,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.563,,0.1483,,compression,,25.0,,1025.0,,,,,,1820.6039076376555,,,,,,,0.7,
W144672120-014,W144672120,"S38R40 (quasi-static value quoted from prior work, refs [10,20,30])",secondary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S38 borosilicate glass microspheres (isostatic crush strength for 80% survival 27.58 MPa, wall 2.23 um)",0.38,40.0,0.9474,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.606,,0.0775,,compression,,25.0,,2350.0,58.0,,,,,3877.887788778878,95.7095709570957,,,,,,0.7,
W144672120-015,W144672120,"K46R40 (quasi-static value quoted from prior work, refs [10,20,30])",secondary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite K46 borosilicate glass microspheres (isostatic crush strength for 80% survival 41.37 MPa, wall 2.74 um)",0.46,40.0,0.9356,0.63,,mechanical_mixing_cast,100.0,"2 vol% ground (crumb) rubber, Rouse Polymerics GF-170, 40 um mean particle size, specific gravity 1.12-1.15; rubber/matrix volume ratio ~5.7%",0.601,,0.1168,,compression,,25.0,,2550.0,,,,,,4242.928452579035,,,,,,,0.7,
W144672120-016,W144672120,"S22 plain syntactic foam (65 vol% microspheres, no rubber; quoted from refs [10,20,30])",secondary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S22 borosilicate glass microspheres (isostatic crush strength for 80% survival 2.76 MPa, wall 1.26 um)",0.22,35.0,0.9703,0.65,,mechanical_mixing_cast,100.0,,,,,,compression,,25.0,,1547.0,,,,,,,,,,,,,0.65,
W144672120-017,W144672120,"S22 plain syntactic foam (65 vol% microspheres, no rubber; quoted from refs [10,20,30])",secondary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S22 borosilicate glass microspheres (isostatic crush strength for 80% survival 2.76 MPa, wall 1.26 um)",0.22,35.0,0.9703,0.65,,mechanical_mixing_cast,100.0,,,,,,compression,830.0,25.0,Split Hopkinson Pressure Bar (SHPB),1777.0,,,,,,,,,,,,,0.65,
W144672120-018,W144672120,"S22 plain syntactic foam (65 vol% microspheres, no rubber; quoted from refs [10,20,30])",secondary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S22 borosilicate glass microspheres (isostatic crush strength for 80% survival 2.76 MPa, wall 1.26 um)",0.22,35.0,0.9703,0.65,,mechanical_mixing_cast,100.0,,,,,,compression,1200.0,25.0,Split Hopkinson Pressure Bar (SHPB),1969.0,,,,,,,,,,,,,0.65,
W144672120-019,W144672120,"S22 plain syntactic foam (65 vol% microspheres, no rubber; quoted from refs [10,20,30])",secondary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S22 borosilicate glass microspheres (isostatic crush strength for 80% survival 2.76 MPa, wall 1.26 um)",0.22,35.0,0.9703,0.65,,mechanical_mixing_cast,100.0,,,,,,compression,1688.0,25.0,Split Hopkinson Pressure Bar (SHPB),2503.0,,,,,,,,,,,,,0.65,
W144672120-020,W144672120,"S32 plain syntactic foam (65 vol% microspheres, no rubber; quoted from refs [10,20,30])",secondary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + 5 vol% Erisys GE-8 C12-C14 aliphatic glycidyl ether diluent, cured with D.E.H. 24",glass_microballoon,"3M Scotchlite S32 borosilicate glass microspheres (isostatic crush strength for 80% survival 13.79 MPa, wall 1.86 um)",0.32,40.0,0.9561,0.65,,mechanical_mixing_cast,100.0,,,,,,compression,,25.0,,2025.0,,,,,,,,,,,,,0.65,
